# ----------------------------------------
# Google organic search traffic: Landing page + query string
# Account: WMC
# Property: https://www.neothink.com/
# ----------------------------------------
# 
# All Users
# Start date: 20240925
# End date: 20250925
Landing page + query string,Organic Google Search clicks,Organic Google Search impressions,Organic Google Search click through rate,Organic Google Search average position,Active users,Engaged sessions,Engagement rate,Average engagement time per active user,Event count,Key events,Ad revenue
/9-self-leadership-strategies-to-empower-yourself/,0,7,0,17.714285714285715,0,0,0,0,0,0,0
/about-duplicate-494-new/,0,3,0,37.666666666666664,0,0,0,0,0,0,0
/adulting-doesnt-have-to-be-boring-how-to-have-fun-as-an-adult/,0,2,0,1,0,0,0,0,0,0,0
/are-secret-societies-really-that-secret/,0,4,0,5.25,0,0,0,0,0,0,0
/author/helpfulfox00gmail-com/page/3/,0,2,0,1.5,0,0,0,0,0,0,0
/category/uncategorized/page/2/,0,20,0,3.95,0,0,0,0,0,0,0
/category/uncategorized/page/3/,0,3,0,7.333333333333333,0,0,0,0,0,0,0
/category/uncategorized/page/4/,0,3,0,17,0,0,0,0,0,0,0
/embracing-retirement-finding-purpose-passion-and-personal-growth-in-the-next-chapter-of-life/,0,8,0,29,0,0,0,0,0,0,0
/how-to-break-bad-habits-10-personal-transformation-tips/,0,1,0,1,0,0,0,0,0,0,0
/how-to-deal-with-financial-stress-and-build-a-solid-financial-foundation/,0,2,0,1,0,0,0,0,0,0,0
/how-to-discern-genuine-secret-society-opportunities-from-fraud/,0,22,0,18.454545454545453,0,0,0,0,0,0,0
/how-to-find-your-passion-in-life-and-career-neothink/,0,4,0,10.75,0,0,0,0,0,0,0
/how-to-find-your-passion-in-life-and-career/,0,10,0,76.9,0,0,0,0,0,0,0
/how-to-make-money-as-a-stay-at-home-mom-in-2025/,0,1,0,1,0,0,0,0,0,0,0
/is-starting-over-at-50-too-late-for-success/,0,5,0,44.6,0,0,0,0,0,0,0
/life-coaching/,0,64,0,19.859375,0,0,0,0,0,0,0
/mark-hamilton-the-visionary-behind-neothink-ideas-for-modern-society/,0,3,0,1.3333333333333333,0,0,0,0,0,0,0
/neothink-books-do-they-reveal-a-secret-world/,0,10,0,5.7,0,0,0,0,0,0,0
/neothink-manuscripts-from-skepticism-to-multigenerationals-wisdom/,0,3,0,1,0,0,0,0,0,0,0
/neothink-society-a-path-to-wealth-or-just-another-membership/,0,13,0,10.538461538461538,0,0,0,0,0,0,0
/neothink-society-why-people-cant-stop-talking-about-it/,0,15,0,2.9333333333333336,2,2,1,1197,22,9,0
/newsletter-signup-thank-you/,0,10,0,19.2,0,0,0,0,0,0,0
/podcast/a-new-country-with-no-taxes-mark-hamilton/,0,3,0,8.333333333333332,0,0,0,0,0,0,0
/podcast/are-we-the-illuminati-the-truth-behind-the-allegations-mh-explains/,0,1,0,8,0,0,0,0,0,0,0
/podcast/escape-the-matrix-now-mark-hamilton-2/,0,17,0,5.647058823529412,0,0,0,0,0,0,0
/podcast/escape-the-matrix-now-mark-hamilton/,0,1,0,2,0,0,0,0,0,0,0
/podcast/freeing-societys-hidden-geniuses-with-elon-musk/,0,1,0,9,0,0,0,0,0,0,0
/podcast/reprogram-your-mind-to-be-rich-in-1-hour-the-neothink-approach-2/,0,4,0,4.5,0,0,0,0,0,0,0
/podcast/reprogram-your-mind-to-be-rich-in-1-hour-the-neothink-approach/,0,4,0,2,0,0,0,0,0,0,0
/podcast/the-future-of-humanity-everything-becomes-free-2/,0,1,0,23,0,0,0,0,0,0,0
/podcast/the-future-of-humanity-everything-becomes-free/,0,1,0,9,0,0,0,0,0,0,0
/podcast/the-secret-society-reveals-civilizations-only-hope-for-a-good-future/,0,1,0,20,0,0,0,0,0,0,0
/podcast/universal-wealth-health-and-peace-on-earth-2/,0,4,0,7.5,0,0,0,0,0,0,0
/podcast/youre-being-manipulated-they-use-guilt-to-control-you-mark-hamilton/,0,3,0,6.333333333333333,0,0,0,0,0,0,0
/privacy-policy/,0,132,0,12.909090909090908,0,0,0,0,0,0,0
/sample-page/,0,47,0,13.957446808510639,0,0,0,0,0,0,0
/testimonial/20001/,0,1,0,18,0,0,0,0,0,0,0
/testimonial/for-me-this-journey-with/,0,1,0,32,0,0,0,0,0,0,0
/testimonial/have-come-many-myriads-of/,0,1,0,46,0,0,0,0,0,0,0
/testimonial/hi-mark-im-glad-to/,0,1,0,48,0,0,0,0,0,0,0
/testimonial/hi-markthank-you-for-the/,0,1,0,44,0,0,0,0,0,0,0
/testimonial/hi-my-name-is-christian/,0,5,0,14,0,0,0,0,0,0,0
/testimonial/i-am-using-the-tools/,0,9,0,16.88888888888889,0,0,0,0,0,0,0
/testimonial/i-have-an-fne-for/,0,1,0,37,0,0,0,0,0,0,0
/testimonial/i-received-back-in-the/,0,4,0,16,0,0,0,0,0,0,0
/testimonial/i-was-so-fortunate-growing/,0,8,0,31.875,0,0,0,0,0,0,0
/testimonial/im-new-to-neothink-and/,0,1,0,33,0,0,0,0,0,0,0
/testimonial/im-so-very-greatful-for/,0,1,0,33,0,0,0,0,0,0,0
/testimonial/mark-hamilton-you-open-my/,0,1,0,36,0,0,0,0,0,0,0
/testimonial/mark-i-just-cant-believe/,0,6,0,42.166666666666664,0,0,0,0,0,0,0
/testimonial/my-very-special-thanks-to/,0,2,0,52,0,0,0,0,0,0,0
/testimonial/so-far-i-can-say/,0,4,0,24.25,0,0,0,0,0,0,0
/testimonial/thank-you-for-the-incredible/,0,1,0,34,0,0,0,0,0,0,0
/testimonial/thank-you-i-am-so/,0,1,0,43,0,0,0,0,0,0,0
/testimonial/thank-you-mark-for-selecting/,0,1,0,52,0,0,0,0,0,0,0
/testimonial/thank-you-mark-for-this/,0,1,0,51,0,0,0,0,0,0,0
/testimonial/thank-you-mark-hamilton-for-2/,0,1,0,57,0,0,0,0,0,0,0
/testimonial/thank-you-mark-hamilton-for-3/,0,1,0,55,0,0,0,0,0,0,0
/testimonial/thank-you-mark-hamilton-for-4/,0,1,0,56,0,0,0,0,0,0,0
/testimonial/thank-you-mark-hamilton-for/,0,1,0,40,0,0,0,0,0,0,0
/testimonial/thank-you-mark-what-an/,0,1,0,35,0,0,0,0,0,0,0
/testimonial/thank-you-mr-mark-hamilton/,0,1,0,42,0,0,0,0,0,0,0
/testimonial/the-neothink-society-knowledge-and/,0,30,0,44.6,0,0,0,0,0,0,0
/the-benefits-of-becoming-an-active-neothink-member/,0,7,0,6.285714285714286,0,0,0,0,0,0,0
/thriving-in-your-career-strategies-for-overcoming-burnout-and-advancing-as-a-leader-neothink/,0,1,0,65,0,0,0,0,0,0,0
/what-do-secret-societies-do-understanding-their-purpose-and-existence/,0,3,0,6,0,0,0,0,0,0,0
/what-i-offer/,0,31,0,15.806451612903226,0,0,0,0,0,0,0
/what-is-the-neothink-society/,0,19,0,7.7368421052631575,0,0,0,0,0,0,0
/what-is-the-purpose-of-life-and-how-can-we-discover-it/,0,3,0,18.333333333333332,0,0,0,0,0,0,0
/who-really-joins-secret-societies-the-truth-behind-the-members/,0,41,0,52.21951219512195,0,0,0,0,0,0,0
/why-youre-feeling-stuck-in-life-and-how-to-fix-it/,0,23,0,64.6086956521739,0,0,0,0,0,0,0
/why-youre-not-passionate-about-anything-and-what-to-do-about-it/,0,8,0,34,0,0,0,0,0,0,0
(not set),0,0,0,0,158,5,0.022026431718061675,1.7848101265822784,467,0,0
/?_x_tr_sl=en&_x_tr_tl=de&_x_tr_hl=de&_x_tr_pto=sc,0,0,0,0,2,2,1,331,36,11,0
/?_x_tr_sl=en&_x_tr_tl=fr&_x_tr_hl=fr&_x_tr_pto=sc,0,0,0,0,1,1,1,0,3,1,0
/?p=2797&preview=true,0,0,0,0,1,1,1,2,6,3,0
/@realmarkhamiltom,0,0,0,0,1,2,1,136,7,2,0
/about-mh,0,0,0,0,1,1,1,0,3,1,0
/channel,0,0,0,0,3,3,1,0,9,3,0
/clips,0,0,0,0,1,1,1,0,3,1,0
/contact-form-submitted/?email=(redacted)&el=contact_form_site,0,0,0,0,1,1,1,0,2,1,0
/neocheating/neo-tech/neothink,0,0,0,0,1,1,1,27,3,1,0
/neothink-university/?elementor-preview=2051&ver=1738265474,0,0,0,0,1,1,1,269,6,1,0
/newsletter 🌎 Join Immortalis - https:/joinimmortalis.com,0,0,0,0,1,1,1,6,8,3,0
/newsletter-signup-thank-you/?el=email_beehiiv&email=(redacted),0,0,0,0,2,2,1,125,15,4,0
/tvw,0,0,0,0,3,3,1,0,9,3,0
/twelve-visions-party/?gad_campaignid=19797543354,0,0,0,0,1,1,1,506,11,4,0
/wpad,0,0,0,0,1,1,1,4,4,2,0
