wp_id,content_type,title,slug,url,publish_date,yoast_title,yoast_meta,has_yoast_meta,indexation_status,traffic_status,priority,gsc_clicks,gsc_impressions,gsc_ctr,gsc_position
N/A,Unknown,Not in WordPress,testimonial/im-so-very-greatful-for,https://neothink.com/testimonial/im-so-very-greatful-for/,Unknown,,,N/A,In GSC but not WordPress,Orphaned,INVESTIGATE,0,1,0%,33
N/A,Unknown,Not in WordPress,testimonial/thank-you-for-the-incredible,https://neothink.com/testimonial/thank-you-for-the-incredible/,Unknown,,,N/A,In GSC but not WordPress,Orphaned,INVESTIGATE,0,1,0%,34
N/A,Unknown,Not in WordPress,testimonial/thank-you-mark-what-an,https://neothink.com/testimonial/thank-you-mark-what-an/,Unknown,,,N/A,In GSC but not WordPress,Orphaned,INVESTIGATE,0,1,0%,35
N/A,Unknown,Not in WordPress,testimonial/mark-hamilton-you-open-my,https://neothink.com/testimonial/mark-hamilton-you-open-my/,Unknown,,,N/A,In GSC but not WordPress,Orphaned,INVESTIGATE,0,1,0%,36
N/A,Unknown,Not in WordPress,testimonial/i-have-an-fne-for,https://neothink.com/testimonial/i-have-an-fne-for/,Unknown,,,N/A,In GSC but not WordPress,Orphaned,INVESTIGATE,0,1,0%,37
N/A,Unknown,Not in WordPress,testimonial/thank-you-mark-hamilton-for,https://neothink.com/testimonial/thank-you-mark-hamilton-for/,Unknown,,,N/A,In GSC but not WordPress,Orphaned,INVESTIGATE,0,1,0%,40
N/A,Unknown,Not in WordPress,testimonial/thank-you-mr-mark-hamilton,https://neothink.com/testimonial/thank-you-mr-mark-hamilton/,Unknown,,,N/A,In GSC but not WordPress,Orphaned,INVESTIGATE,0,1,0%,42
N/A,Unknown,Not in WordPress,testimonial/thank-you-i-am-so,https://neothink.com/testimonial/thank-you-i-am-so/,Unknown,,,N/A,In GSC but not WordPress,Orphaned,INVESTIGATE,0,1,0%,43
N/A,Unknown,Not in WordPress,testimonial/hi-markthank-you-for-the,https://neothink.com/testimonial/hi-markthank-you-for-the/,Unknown,,,N/A,In GSC but not WordPress,Orphaned,INVESTIGATE,0,1,0%,44
N/A,Unknown,Not in WordPress,testimonial/have-come-many-myriads-of,https://neothink.com/testimonial/have-come-many-myriads-of/,Unknown,,,N/A,In GSC but not WordPress,Orphaned,INVESTIGATE,0,1,0%,46
N/A,Unknown,Not in WordPress,testimonial/hi-mark-im-glad-to,https://neothink.com/testimonial/hi-mark-im-glad-to/,Unknown,,,N/A,In GSC but not WordPress,Orphaned,INVESTIGATE,0,1,0%,48
N/A,Unknown,Not in WordPress,testimonial/thank-you-mark-for-this,https://neothink.com/testimonial/thank-you-mark-for-this/,Unknown,,,N/A,In GSC but not WordPress,Orphaned,INVESTIGATE,0,1,0%,51
N/A,Unknown,Not in WordPress,testimonial/thank-you-mark-for-selecting,https://neothink.com/testimonial/thank-you-mark-for-selecting/,Unknown,,,N/A,In GSC but not WordPress,Orphaned,INVESTIGATE,0,1,0%,52
N/A,Unknown,Not in WordPress,testimonial/thank-you-mark-hamilton-for-3,https://neothink.com/testimonial/thank-you-mark-hamilton-for-3/,Unknown,,,N/A,In GSC but not WordPress,Orphaned,INVESTIGATE,0,1,0%,55
N/A,Unknown,Not in WordPress,testimonial/thank-you-mark-hamilton-for-4,https://neothink.com/testimonial/thank-you-mark-hamilton-for-4/,Unknown,,,N/A,In GSC but not WordPress,Orphaned,INVESTIGATE,0,1,0%,56
N/A,Unknown,Not in WordPress,testimonial/thank-you-mark-hamilton-for-2,https://neothink.com/testimonial/thank-you-mark-hamilton-for-2/,Unknown,,,N/A,In GSC but not WordPress,Orphaned,INVESTIGATE,0,1,0%,57
3,page,Privacy Policy,privacy-policy,https://neothink.com/privacy-policy/,2024-04-09 19:44:20,Privacy Policy - Neothink,Review The Neothink Society’s privacy policy to understand how we protect your information and respect your data rights. Your trust and security matter to us.,Yes,Indexed - Has Traffic,Zero-Click,P1-Zero Click Crisis,0,132,0%,12.91
494,page,About,about,https://neothink.com/about/,2024-05-02 22:15:23,,,No,Indexed - Has Traffic,Live,P1-Missing Meta (High Traffic),407,17060,2.39%,3.6
1643,page,The Movement,the-movement,https://neothink.com/the-movement/,2024-07-01 21:45:28,,,No,Indexed - Has Traffic,Live,P1-Missing Meta (High Traffic),79,1877,4.21%,7.69
1641,page,Life Coaching,life-coaching,https://neothink.com/life-coaching/,2024-07-01 21:44:56,,,No,Indexed - Has Traffic,Zero-Click,P2-Zero Click,0,64,0%,19.86
670,page,What I Offer,what-i-offer,https://neothink.com/what-i-offer/,2024-05-02 22:15:23,,,No,Indexed - Has Traffic,Zero-Click,P2-Zero Click,0,31,0%,15.81
2,page,Sample Page,sample-page,https://neothink.com/sample-page/,2024-04-09 19:44:20,,,No,Indexed - Has Traffic,Zero-Click,P2-Zero Click,0,47,0%,13.96
3404,post,Who Really Joins Secret Societies? The Truth Behind The Members,who-really-joins-secret-societies-the-truth-behind-the-members,https://neothink.com/who-really-joins-secret-societies-the-truth-behind-the-members/,2025-08-11 09:50:03,,"Discover who becomes a secret society member & why. This deeper look uncovers patterns, motivations, & surprising truths about those drawn to hidden groups.",Yes,Indexed - Has Traffic,Zero-Click,P2-Zero Click,0,41,0%,52.22
3305,post,How To Discern Genuine Secret Society Opportunities From Fraud,how-to-discern-genuine-secret-society-opportunities-from-fraud,https://neothink.com/how-to-discern-genuine-secret-society-opportunities-from-fraud/,2025-06-09 16:15:05,,"Learn how to protect yourself from secret society opportunities from fraud by recognizing fake promises, deceptive tactics, and empty memberships posing as exclusive paths to success.",Yes,Indexed - Has Traffic,Zero-Click,P2-Zero Click,0,22,0%,18.45
2956,post,Why You’re Feeling Stuck In Life And How To Fix It,why-youre-feeling-stuck-in-life-and-how-to-fix-it,https://neothink.com/why-youre-feeling-stuck-in-life-and-how-to-fix-it/,2025-04-03 06:16:00,Why You’re Feeling Stuck In Life And How To Fix It - Neothink,"Understand why you’re feeling stuck in life and how to fix it with The Neothink Society. Use our tools to move forward with clarity, strength, and momentum.",Yes,Indexed - Has Traffic,Zero-Click,P2-Zero Click,0,23,0%,64.61
2017,page,Our Mission,our-mission,https://neothink.com/our-mission/,2024-08-28 19:35:48,,,No,Indexed - Has Traffic,Live,P2-Missing Meta,26,1791,1.45%,6.01
1645,page,Programs,programs,https://neothink.com/programs/,2024-07-01 21:45:48,,,No,Indexed - Has Traffic,Live,P2-Missing Meta,16,944,1.69%,15.22
1605,page,About Us,about-us,https://neothink.com/about-us/,2024-07-01 18:41:00,About Us - Neothink,"Learn about The Neothink Society and our mission to promote purpose, prosperity, and personal freedom. Discover how we help individuals grow and thrive.",Yes,Indexed - Has Traffic,Live,P2-Low CTR,110,7231,1.52%,4.1
2041,page,Frequently Asked Questions,faq,https://neothink.com/faq/,2024-08-28 19:43:39,Frequently Asked Questions - NeoThink Society,Find answers to frequently asked questions about The Neothink Society. Learn about our philosophy and programs and start your journey to transforming your life.,Yes,Indexed - Has Traffic,Live,P2-Low CTR,107,6576,1.63%,4.97
2056,page,Neothink Country: A Digital Nation of Freedom,immortalis,https://neothink.com/immortalis/,2024-08-28 19:50:56,Neothink Country: A Digital Nation of Freedom - NeoThink Society,"Neothink Country is a digital nation of freedom, offering a new way to live and thrive without limitations. Join us and become a citizen of Neothink Country.",Yes,Indexed - Has Traffic,Live,P2-Low CTR,75,6494,1.15%,4.25
1918,page,Podcasts,podcast,https://neothink.com/podcast/,2024-08-17 00:17:52,,Tune into The Neothink Society podcasts to explore Mark Hamilton’s transformative ideas. Stay motivated and gain insights with our thought-provoking episodes.,Yes,Indexed - Has Traffic,Live,P2-Low CTR,69,10328,0.67%,4
2810,post,What’s the Truth About the Neothink Society? Separating Fact from Fiction,whats-the-truth-about-the-neothink-society-separating-fact-from-fiction,https://neothink.com/whats-the-truth-about-the-neothink-society-separating-fact-from-fiction/,2025-04-09 06:16:00,What’s the Truth About the Neothink Society? Separating Fact from Fiction - Neothink,"What’s the truth about The Neothink Society? Separate fact from fiction and discover how our programs truly support personal freedom, purpose, and success.",Yes,Indexed - Has Traffic,Live,P2-Low CTR,12,751,1.6%,12.15
2028,page,Business and Life Coaching Programs,neothink-coaching-programs,https://neothink.com/neothink-coaching-programs/,2024-09-26 10:21:34,,The Neothink Society provides business and life coaching programs to help you achieve success and personal fulfillment. Transform your life and career today.,Yes,Indexed - Has Traffic,Live,P2-Low CTR,11,4645,0.24%,3.34
1977,post,How The Neothink Secret Society Differs From Other Secret Groups,how-the-neothink-secret-society-differs-from-other-secret-groups,https://neothink.com/how-the-neothink-secret-society-differs-from-other-secret-groups/,2025-03-28 06:16:00,How The Neothink Secret Society Differs From Other Secret Groups - Neothink,Find out how the Neothink Secret Society differs from other secret groups. Discover our unique approach to growth and transformation at The Neothink Society.,Yes,Indexed - Has Traffic,Live,P2-Low CTR,8,1168,0.68%,8.91
2061,page,Formula Cure To Aging Program,formula-cure-to-aging,https://neothink.com/formula-cure-to-aging/,2024-08-28 19:52:50,Formula Cure To Aging Program - NeoThink Society,The Neothink Society’s Formula Cure To Aging Program helps you discover the secrets to longevity and vitality. Unlock the key to living longer with us today.,Yes,Indexed - Has Traffic,Live,P2-Low CTR,5,270,1.85%,8.26
1434,page,Newsletter Signup,newsletter,https://neothink.com/newsletter/,2024-06-18 23:20:14,Newsletter Signup - Neothink,"Sign up for The Neothink Society newsletter to receive updates on programs, ideas, and community events. Stay connected to the latest opportunities and growth.",Yes,Indexed - Has Traffic,Live,P2-Low CTR,5,3580,0.14%,4.23
585,page,Blog,blog,https://neothink.com/blog/,2024-05-02 22:15:23,Blog & Articles - NeoThink Society,"Explore The Neothink Society's blog for articles on our philosophy, personal growth, and societal change. Transform your life with powerful insights and ideas.",Yes,Indexed - Has Traffic,Live,P2-Low CTR,5,6920,0.07%,5.02
2797,post,Is the Neothink Society Legit? Everything You Need to Know,is-the-neothink-society-legit-everything-you-need-to-know,https://neothink.com/is-the-neothink-society-legit-everything-you-need-to-know/,2025-04-03 06:16:00,Is the Neothink Society Legit? Everything You Need to Know - Neothink,Is the Neothink Society legit? Everything you need to know is right here. Learn how our mission and programs have changed lives around the world for decades.,Yes,Indexed - Has Traffic,Live,P2-Low CTR,5,769,0.65%,24.21
2777,page,Ascension: Platform for Business and Personal Growth,ascension-platform-for-business-and-personal-growth,https://neothink.com/ascension-platform-for-business-and-personal-growth/,2025-04-21 06:17:45,Ascension: Platform for Business and Personal Growth - NeoThink Society,"Ascension by The Neothink Society is a platform for business, mindset, and personal growth. Join our community to advance your success and well-being.",Yes,Indexed - Has Traffic,Live,P2-Low CTR,4,298,1.34%,23.46
2223,page,Free,free,https://neothink.com/free/,2024-09-13 20:54:21,,,No,Indexed - Has Traffic,Live,P2-Low CTR,4,296,1.35%,20.88
1574,page,Neothink Customer Reviews,testimonials,https://neothink.com/testimonials/,2024-06-25 03:14:04,Customer Testimonials - NeoThink Society,Read inspiring customer testimonials from members who transformed their lives with The Neothink Society. Discover how you can achieve success and fulfillment.,Yes,Indexed - Has Traffic,Live,P2-Low CTR,4,1832,0.22%,12.4
2804,post,Neothink Society: Clearing Up the Misunderstandings About the 'Secret Society',neothink-society-clearing-up-the-misunderstandings-about-the-secret-society-neothink,https://neothink.com/neothink-society-clearing-up-the-misunderstandings-about-the-secret-society-neothink/,2025-04-06 06:16:00,,Neothink Society is clearing up the misunderstandings about the ‘secret society.’ Learn what we truly stand for and how our members grow in every area of life.,Yes,Indexed - Has Traffic,Live,P2-Low CTR,4,374,1.07%,27.9
1647,page,Resources,resources,https://neothink.com/resources/,2024-07-01 21:46:01,,,No,Indexed - Has Traffic,Live,P2-Low CTR,3,393,0.76%,40.11
587,page,Books,books,https://neothink.com/books/,2024-05-02 22:15:23,,,No,Indexed - Has Traffic,Live,P2-Low CTR,3,4413,0.07%,3.43
3385,post,Mark Hamilton’s Neothink: The Surprising Logic Behind Its Teachings,mark-hamiltons-neothink-the-surprising-logic-behind-its-teachings,https://neothink.com/mark-hamiltons-neothink-the-surprising-logic-behind-its-teachings/,2025-07-21 09:30:26,,"Explore the Neothink Mark Hamilton philosophy and how its structured logic transforms personal growth, value creation, and long-term success across generations.",Yes,Indexed - Has Traffic,Live,P2-Low CTR,3,168,1.79%,13.6
3102,post,What People Get Wrong About Neothink University And What’s Actually True,what-people-get-wrong-about-neothink-university-and-whats-actually-true,https://neothink.com/what-people-get-wrong-about-neothink-university-and-whats-actually-true/,2025-04-28 09:51:24,,Discover what people often get wrong about Neothink University and the truth behind its transformative programs. Learn how Neothink University can help you.,Yes,Indexed - Has Traffic,Live,P2-Low CTR,3,326,0.92%,20.99
3037,page,Contact Form Submitted,contact-form-submitted,https://neothink.com/contact-form-submitted/,2025-04-25 20:59:37,,,No,Indexed - Has Traffic,Live,P2-Low CTR,1,101,0.99%,56.14
3161,page,Exclusive Access to Mark's Masterclass [FREE],master28,https://neothink.com/master28/,2025-05-22 00:37:15,,,No,Not in GSC / No Traffic,No Data,P3-Not Indexed,0,0,0%,—
1059,page,Home,home,https://neothink.com/home/,2024-05-02 22:15:23,Self-Improvement Coaching for Individuals and Society - NeoThink Society,The Neothink Society offers transformative self-improvement coaching for individuals and society. Unleash your potential and start living with purpose today.,Yes,Not in GSC / No Traffic,No Data,P3-Not Indexed,0,0,0%,—
3331,post,People Say Neothink Is Unrealistic: Is It Too Good To Be True?,people-say-neothink-is-unrealistic-is-it-too-good-to-be-true,https://neothink.com/people-say-neothink-is-unrealistic-is-it-too-good-to-be-true/,2025-06-30 16:47:05,,"Join the Neothink secret society and unlock a life of freedom, purpose, and success. Break free from limitations and achieve your true potential.",Yes,Not in GSC / No Traffic,No Data,P3-Not Indexed,0,0,0%,—
2938,post,Is Starting Over At 50 Too Late For Success?,is-starting-over-at-50-too-late-for-success-neothink,https://neothink.com/is-starting-over-at-50-too-late-for-success-neothink/,2025-03-20 11:26:38,,Is starting over at 50 too late for success? The Neothink Society proves it’s never too late to change paths and create success in your second chapter of life.,Yes,Not in GSC / No Traffic,No Data,P3-Not Indexed,0,0,0%,—
3457,ss_podcast,The Future of Humanity: Everything becomes FREE,the-future-of-humanity-everything-becomes-free,https://neothink.com/the-future-of-humanity-everything-becomes-free/,2025-01-02 20:00:22,,,No,Not in GSC / No Traffic,No Data,P3-Not Indexed,0,0,0%,—
3458,ss_podcast,The Secret Society Reveals Civilization's ONLY Hope for a Good Future,the-secret-society-reveals-civilizations-only-hope-for-a-good-future,https://neothink.com/the-secret-society-reveals-civilizations-only-hope-for-a-good-future/,2024-12-31 20:00:11,,,No,Not in GSC / No Traffic,No Data,P3-Not Indexed,0,0,0%,—
3459,ss_podcast,I Used LUCK to Make a Fortune and You Can Too - The Neothink Mentality,i-used-luck-to-make-a-fortune-and-you-can-too-the-neothink-mentality,https://neothink.com/i-used-luck-to-make-a-fortune-and-you-can-too-the-neothink-mentality/,2024-12-13 00:22:50,,,No,Not in GSC / No Traffic,No Data,P3-Not Indexed,0,0,0%,—
3460,ss_podcast,REPROGRAM your mind to be rich in 1 hour…. The Neothink Approach,reprogram-your-mind-to-be-rich-in-1-hour-the-neothink-approach,https://neothink.com/reprogram-your-mind-to-be-rich-in-1-hour-the-neothink-approach/,2024-12-10 20:00:22,,,No,Not in GSC / No Traffic,No Data,P3-Not Indexed,0,0,0%,—
3461,ss_podcast,Are We the Illuminati? The Truth Behind the Allegations – MH Explains,are-we-the-illuminati-the-truth-behind-the-allegations-mh-explains,https://neothink.com/are-we-the-illuminati-the-truth-behind-the-allegations-mh-explains/,2024-12-09 20:00:15,,,No,Not in GSC / No Traffic,No Data,P3-Not Indexed,0,0,0%,—
3462,ss_podcast,Aliens Are Real… But They’ll Never Visit Earth – Here’s Why,aliens-are-real-but-theyll-never-visit-earth-heres-why,https://neothink.com/aliens-are-real-but-theyll-never-visit-earth-heres-why/,2024-12-06 20:00:34,,,No,Not in GSC / No Traffic,No Data,P3-Not Indexed,0,0,0%,—
3463,ss_podcast,Is Trump's Victory the Beginning of a New Era?,is-trumps-victory-the-beginning-of-a-new-era,https://neothink.com/is-trumps-victory-the-beginning-of-a-new-era/,2024-12-05 20:00:23,,,No,Not in GSC / No Traffic,No Data,P3-Not Indexed,0,0,0%,—
3464,ss_podcast,Watch This To NEVER Be Manipulated Again,watch-this-to-never-be-manipulated-again,https://neothink.com/watch-this-to-never-be-manipulated-again/,2024-12-04 20:00:50,,,No,Not in GSC / No Traffic,No Data,P3-Not Indexed,0,0,0%,—
3465,ss_podcast,Want to Sell Anything in 2024? Here's the Secret!,want-to-sell-anything-in-2024-heres-the-secret,https://neothink.com/want-to-sell-anything-in-2024-heres-the-secret/,2024-12-03 20:00:22,,,No,Not in GSC / No Traffic,No Data,P3-Not Indexed,0,0,0%,—
3466,ss_podcast,Freeing Society's Hidden Geniuses with Elon Musk,freeing-societys-hidden-geniuses-with-elon-musk,https://neothink.com/freeing-societys-hidden-geniuses-with-elon-musk/,2024-12-02 08:50:47,,,No,Not in GSC / No Traffic,No Data,P3-Not Indexed,0,0,0%,—
3467,ss_podcast,Freedom is the KEY to Unlocking True Wealth in 2024,freedom-is-the-key-to-unlocking-true-wealth-in-2024,https://neothink.com/freedom-is-the-key-to-unlocking-true-wealth-in-2024/,2024-11-28 23:24:58,,,No,Not in GSC / No Traffic,No Data,P3-Not Indexed,0,0,0%,—
3468,ss_podcast,A New Country with No Taxes? Mark Hamilton,a-new-country-with-no-taxes-mark-hamilton,https://neothink.com/a-new-country-with-no-taxes-mark-hamilton/,2024-10-17 19:00:26,,,No,Not in GSC / No Traffic,No Data,P3-Not Indexed,0,0,0%,—
3469,ss_podcast,Think Like Elon Musk: The Mind Hacks That Build Billion-Dollar Empires,think-like-elon-musk-the-mind-hacks-that-build-billion-dollar-empires,https://neothink.com/think-like-elon-musk-the-mind-hacks-that-build-billion-dollar-empires/,2024-10-14 07:25:40,,,No,Not in GSC / No Traffic,No Data,P3-Not Indexed,0,0,0%,—
3470,ss_podcast,A Process for Finding &amp; Achieving Your Life's Purpose: Mark Hamilton,a-process-for-finding-achieving-your-lifes-purpose-mark-hamilton,https://neothink.com/a-process-for-finding-achieving-your-lifes-purpose-mark-hamilton/,2024-09-13 00:00:29,,,No,Not in GSC / No Traffic,No Data,P3-Not Indexed,0,0,0%,—
3471,ss_podcast,Escape the Matrix NOW: Mark Hamilton,escape-the-matrix-now-mark-hamilton,https://neothink.com/escape-the-matrix-now-mark-hamilton/,2024-09-09 20:24:07,,,No,Not in GSC / No Traffic,No Data,P3-Not Indexed,0,0,0%,—
3472,ss_podcast,You're Being Manipulated! They use Guilt to Control You! Mark Hamilton,youre-being-manipulated-they-use-guilt-to-control-you-mark-hamilton,https://neothink.com/youre-being-manipulated-they-use-guilt-to-control-you-mark-hamilton/,2024-09-03 00:00:43,,,No,Not in GSC / No Traffic,No Data,P3-Not Indexed,0,0,0%,—
3473,ss_podcast,This is How Close We Are to Biological Immortality: Mark Hamilton,this-is-how-close-we-are-to-biological-immortality-mark-hamilton,https://neothink.com/this-is-how-close-we-are-to-biological-immortality-mark-hamilton/,2024-08-31 21:21:22,,,No,Not in GSC / No Traffic,No Data,P3-Not Indexed,0,0,0%,—
3029,page,Newsletter Signup Thank You,newsletter-signup-thank-you,https://neothink.com/newsletter-signup-thank-you/,2025-04-25 20:46:48,,,No,Indexed - Has Traffic,Zero-Click,P3-Zero Click (Low Volume),0,10,0%,19.2
